"Permanent Call Number","Location Name","PLACE_CODE","BEGIN_PUB_DATE","Title","Age","Region"
"F2986 .G963 1977","Main Collection Storage","cau",1977.0,"Folk literature of the Yamana Indians : Martin Gusinde's collection of Yamana narratives /",44.0,"North America"
"F1246 .M7","3rd Floor","nyu",1943.0,"Land where time stands still,",78.0,"North America"
"F1938.5.T7 V413","Main Collection Storage","dr",1956.0,"Military biography of Generalissimo Rafael Leonidas Trujillo Molina, Commander in Chief of the Armed Forces /",65.0,"West Indies"
"F1788.22 .C3 B68 1986","3rd Floor","nyu",1986.0,"Fidel : a biography of Fidel Castro /",35.0,"North America"
"F1408.3 .Z4","Main Collection Storage","mx",1974.0,"Dependencia y liberacio?n en la cultura latinoamericana /",47.0,"North America"
"F2230.1.M6 F86 2015","3rd Floor","nyu",2015.0,"Funerary practices and models in the ancient Andes : the return of the living dead /",6.0,"North America"
"F3429.1.P2 U3 1991","3rd Floor","pau",1991.0,"Pachacamac : a reprint of the 1903 edition /",30.0,"North America"
"F3429.3.P65 D35 1992","3rd Floor","dcu",1992.0,"Provincial power in the Inka empire /",29.0,"North America"
"F1631 .T8","Main Collection Storage","enk",1975.0,"Bermuda : today and yesterday, 1503-1973 /",46.0,"Europe"
"F2270.1.G57 S9 1981","Main Collection Storage","cau",1981.0,"Sweat of the sun, tears of the moon : gold and emerald treasures of Colombia /",40.0,"North America"
"F2510.5 .M37 2013","3rd Floor","wiu",2013.0,"Goodbye, Brazil : e?migre?s from the land of soccer and samba /",8.0,"North America"
"F1419.A1 D43 2010","3rd Floor","cau",2010.0,"Ethnic entrepreneurs : identity and development politics in Latin America /",11.0,"North America"
"F1233.5 .C55","3rd Floor","txu",1968.0,"Intellectual precursors of the Mexican Revolution, 1900-1913 /",53.0,"North America"
"F3448.2 .L36 2012","3rd Floor","ncu",2012.0,"The corner of the living : Ayacucho on the eve of the Shining Path insurgency /",9.0,"North America"
"F1414.2 .C573 1999","3rd Floor","dcu",1999.0,"Comparative peace processes in Latin America /",22.0,"North America"
"F1219.3.M42 S45 1995","3rd Floor","mx",1995.0,"Tecnologi?a y disen?o en el Me?xico prehispa?nico /",26.0,"North America"
"F1506.9 .D38 2009","3rd Floor","ho",2009.0,"Etnologi?a y etnohistoria de Honduras : ensayos /",12.0,"Central America"
"F1924 .S54 2000","3rd Floor","flu",2000.0,"Democracy after slavery : Black publics and peasant radicalism in Haiti and Jamaica /",21.0,"North America"
"F2520.1 .A63 B38 1985","Main Collection Storage","pau",1985.0,"A musical view of the universe : Kalapalo myth and ritual performances /",36.0,"North America"
"F1219.76.R45 F53 2001","3rd Floor","cau",2001.0,"The 'Return of Quetzalcoatl' : did it play a role in the conquest of Mexico? /",20.0,"North America"
"F2520.1.T3 F64","Main Collection Storage","cau",1984.0,"Folk literature of the Ge? Indians /",37.0,"North America"
"F1391.B36 C26 2007","3rd Floor","mx",2007.0,"Tierra de trapiches, minas y vaqueri?as : la Barranca del Oro y su regio?n : vestigios para su historia /",14.0,"North America"
"F1219.54.A98 C45 2006","3rd Floor","cau",2006.0,"Annals of his time : Don Domingo de San Anto?n Mun?o?n Chimalpahin Quauhtlehuanitzin /",15.0,"North America"
"F1435 .B8 1978","3rd Floor","nyu",1954.0,"The Maya civilization /",67.0,"North America"
"F1435.3 .E27 P74 1985","Main Collection Storage","mau",1985.0,"Prehistoric lowland Maya environment and subsistence economy /",36.0,"North America"
"F1210 .G49 2011","3rd Floor","nmu",2011.0,"Cuauhte?moc's bones : forging national identity in modern Mexico /",10.0,"North America"
"F3001.Z9 B84 2000","3rd Floor","enk",2000.0,"Buenos Aires /",21.0,"Europe"
"F1030 .Z6 1969","Main Collection Storage","scu",1969.0,"The French tradition in America /",52.0,"North America"
"F1231.5 .K72 1997","3rd Floor","nyu",1997.0,"Mexico : biography of power : a history of modern Mexico, 1810-1996 /",24.0,"North America"
"F1035 M45 .R44 1996","3rd Floor","onc",1996.0,"Mennonites in Canada, 1939-1970 : a people transformed /",25.0,"North America"
"F3285.S7 G37 2002","3rd Floor","sp",2002.0,"La Rioja y los riojanos en Chile (1818-1970) /",19.0,"Europe"
"F1266 .A53 1979","3rd Floor","mx",1979.0,"Coahuila y Texas, desde la consumacio?n de la independencia hasta el tratado de paz de Guadalupe Hidalgo /",42.0,"North America"
"F1543.8 .B53 1979","3rd Floor","ctu",1979.0,"Costa Rican life /",42.0,"North America"
"F1435 .C36 2000","3rd Floor","nyu",2000.0,"The lost cities of the Mayas : the life, art, and discoveries of Frederick Catherwood /",21.0,"North America"
"F1219.1.B3 U74 2015","3rd Floor","xx",2015.0,"Historia y arte de la Baja California /",6.0,"No place"
"F2230.1.R3 S85 1988","3rd Floor","nyu",1988.0,"Icanchu's drum : an orientation to meaning in South American religions /",33.0,"North America"
"F1787.5 .A6975 2000","3rd Floor","flu",2000.0,"The Cuban democratic experience : the aute?ntico years, 1944-1952 /",21.0,"North America"
"F1408.3 .Y29","Main Collection Storage","sp",1958.0,"Hacia una sociologi?a hispanoamericana.",63.0,"Europe"
"F3429.1.K86 G46 2011","3rd Floor","pe",2011.0,"Gemelos pri?stinos : el tesoro del templo de Kuntur Wasi /",10.0,"South America"
"F1912.6 .H35 2010","3rd Floor","msu",2013.0,"Haiti and the Americas /",8.0,"North America"
"F1219 .S58","3rd Floor","oku",1973.0,"Picture writing from ancient southern Mexico; Mixtec place signs and maps.",48.0,"North America"
"F2269.1.A48 M66 2006","3rd Floor","ck",2006.0,"Amazoni?a : pasado y presente de un territorio remoto : el a?mbito, la historia y la cultura vista por antropo?logos y arqueo?logos en la Amazoni?a /",15.0,"South America"
"F1219.76.E38 D5 1992","3rd Floor","mx",1992.0,"La educacio?n de los aztecas : co?mo se formo? el cara?cter del pueblo mexica /",29.0,"North America"
"F2235.3 .P48 1987","Main Collection Storage","ve",1986.0,"Boli?var y la ordenacio?n de los poderes pu?blicos en los estados emancipados /",35.0,"South America"
"F1788 .F328 2006","3rd Floor","ncu",2006.0,"The origins of the Cuban Revolution reconsidered /",15.0,"North America"
"F1928.23.A75 R36 2007","3rd Floor","nyu",2007.0,"An unbroken agony : Haiti, from revolution to the kidnapping of a president /",14.0,"North America"
"F1027 .N96 1987","Main Collection Storage","mnu",1987.0,"The voyageur /",34.0,"North America"
"F2521 F55","3rd Floor","nyu",1974.0,"Brazil: a chronology and fact book, 1488-1973,",47.0,"North America"
"F1231 .A37 1967","Main Collection Storage","nyu",1967.0,"Antonio de Mendoza, first viceroy of New Spain.",54.0,"North America"
"F2849.2 .J8 1983","3rd Floor","pau",1983.0,"Juan Pero?n and the reshaping of Argentina /",38.0,"North America"
"F1419 .N4 A37","3rd Floor","mx",1977.0,"A?frica en Ame?rica Latina /",44.0,"North America"
"F1219.76 .P75 H37 1988","3rd Floor","oku",1988.0,"Aztec warfare : imperial expansion and political control /",33.0,"North America"
"F2536 .B72","3rd Floor","nyu",1945.0,"American emperor, Dom Pedro II of Brazil,",76.0,"North America"
"F3429.1.L35 V36 2021","3rd Floor","azu",2021.0,"Alluvium and empire : the archaeology of colonial resettlement and indigenous persistence on Peru's north coast /",0.0,"North America"
"F1054.5.M857 R6","Main Collection Storage","onc",1969.0,"Montreal: from mission colony to world city.",52.0,"North America"
"F1565.1.C6 L32 1976","3rd Floor","nyu",1976.0,"Pre-Columbian designs from Panama : 591 illustrations of Cocle? pottery /",45.0,"North America"
"F1439.5 .C54 1987","Main Collection Storage","quc",1987.0,"Turning the tide : the U.S. and Latin America /",34.0,"North America"
"F2319.3.A7 V45 2003","3rd Floor","ve",2003.0,"Este?tica aborigen /",18.0,"South America"
"F1047 .C57","Main Collection Storage","onc",1959.0,"Three centuries and the island : a historical geography of settlement and agriculture in Prince Edward Island, Canada.",62.0,"North America"
"F1435.3.W75 L65 2000","3rd Floor","nyu",2000.0,"Maya script : a civilization and its writing /",21.0,"North America"
"F1219.76.M43 R664 1998","3rd Floor","mx",1998.0,"Los temazcales de San Isidro Buen Suceso : cultura, medicina y tradicio?n de un pueblo tlaxcalteca /",23.0,"North America"
"F1465.3.P68 R44","Main Collection Storage","txu",1978.0,"The traditional pottery of Guatemala /",43.0,"North America"
"F1577 .B55 L48","Main Collection Storage","dcu",1980.0,"The West Indian in Panama : black labor in Panama, 1850-1914 /",41.0,"North America"
"F1435.3.S24 A52 1983","Main Collection Storage","azu",1983.0,"Maya salt production and trade /",38.0,"North America"
"F1231 .I53 2007","3rd Floor","oku",2007.0,"Indian conquistadors : indigenous allies in the conquest of Mesoamerica /",14.0,"North America"
"F1391.C447 M37 1996","3rd Floor","cau",1996.0,"Governance and society in colonial Mexico : Chihuahua in the eighteenth century /",25.0,"North America"
"F1411 .H37","Main Collection Storage","pau",1949.0,"The Spanish struggle for justice in the conquest of America /",72.0,"North America"
"F1219 .B224 1975","3rd Floor","nyu",1975.0,"On the social organization and mode of government of the ancient Mexicans.",46.0,"North America"
"F1435.3.C14 A54 2007","3rd Floor","cou",2007.0,"The apotheosis of Janaab' Pakal : science, history, and religion at classic Maya Palenque /",14.0,"North America"
"F1502 .M56 1994","3rd Floor","nju",1994.0,"Historical dictionary of Honduras /",27.0,"North America"
"F1418 .F17 1982","3rd Floor","flu",1982.0,"Pan Americanism /",39.0,"North America"
"F1027 .C56 1990","Main Collection Storage","onc",1990.0,"Double vision : reflections of a bicultural Canadian /",31.0,"North America"
"F1028 .G729 2011","3rd Floor","onc",2011.0,"The Oxford companion to Canadian military history /",10.0,"North America"
"F1435 .C847 1990","Main Collection Storage","mx",1990.0,"La Cultura maya : antologi?a de textos cla?sicos /",31.0,"North America"
"F1788 .G773 1969","3rd Floor","mau",1969.0,"Che: selected works of Ernesto Guevara /",52.0,"North America"
"F1346 .L95 1971","3rd Floor","nmu",1971.0,"New trails in Mexico; an account of one year's exploration in north-western Sonora, Mexico, and south-western Arizona, 1909-1910.",50.0,"North America"
"F1234 .M779 1997","3rd Floor","enk",1997.0,"Mexican postcards /",24.0,"Europe"
"F3326 .M26 1988","Main Collection Storage","nju",1988.0,"Revolution and reaction : Bolivia, 1964-1985 /",33.0,"North America"
"F1210 .L313","Main Collection Storage","ilu",1976.0,"Quetzalco?atl and Guadalupe : the formation of Mexican national consciousness, 1531-1813 /",45.0,"North America"
"F1465.2.Q5 T43 1982","Main Collection Storage","nmu",1982.0,"Time and the highland Maya /",39.0,"North America"
"F1435.1.C32 B75 2015","3rd Floor","txu",2015.0,"The Murals of Cacaxtla : the Power of Painting in Ancient Central Mexico /",6.0,"North America"
"F1060 .V36 1983","Main Collection Storage","oku",1983.0,"Many tender ties : women in fur-trade society, 1670-1870 /",38.0,"North America"
"F1219 .K818 1961","3rd Floor","mx",1961.0,"Las antiguas culturas mexicanas /",60.0,"North America"
"F1874 .C66 1995","3rd Floor","ncu",1995.0,"Noises in the blood : orality, gender, and the 'vulgar' body of Jamaican popular culture /",26.0,"North America"
"F1213 .C13 1970","3rd Floor","nyu",1970.0,"Life in Mexico : the letters of Fanny Caldero?n de la Barca, with new material from the author's private journals /",51.0,"North America"
"F1783 .C44 1996","3rd Floor","vau",1996.0,"Fatal glory : Narciso Lo?pez and the first clandestine U.S. War against Cuba /",25.0,"North America"
"F1386.3 .K36 1988","Main Collection Storage","nyu",1988.0,"La capital : the biography of Mexico City /",33.0,"North America"
"F1410 .H12","3rd Floor","dcu",1923.0,"Historical documents relating to New Mexico, Nueva Vizcaya and approaches thereto, to 1773,",98.0,"North America"
"F1210 .O54 1991","3rd Floor","oku",1991.0,"Life in Mexico under Santa Anna, 1822-1855 /",30.0,"North America"
"F2510 .G7","Main Collection Storage","enk",1968.0,"Britain and the onset of modernization in Brazil 1850-1914.",53.0,"Europe"
"F1435.1.T5 T54 1958","3rd Floor","pau",1982.0,"Introduction to the archaeology of Tikal, Guatemala /",39.0,"North America"
"F2056.5 .B64 1984","Main Collection Storage","enk",1984.0,"Grenada, island of conflict : from Amerindians to people's revolution, 1498-1979 /",37.0,"Europe"
"F1221.T9 E23 2011","3rd Floor","txu",2011.0,"The journey of a Tzotzil-Maya woman of Chiapas, Mexico : pass well over the earth /",10.0,"North America"
"F1505.2.C3 G58","Main Collection Storage","wau",1969.0,"Black Carib household structure: a study of migration and modernization /",52.0,"North America"
"F1465.2.Q5 C28 1995","3rd Floor","oku",1995.0,"Rebels of highland Guatemala : the Quiche?-Mayas of Momostenango /",26.0,"North America"
"F1983.A1 R64 2012","3rd Floor","nyu",2012.0,"Silencing race : disentangling blackness, colonialism, and national identities in Puerto Rico /",9.0,"North America"
"F2659.N4 B73 1999","3rd Floor","bl",1999.0,"Brasil, um pai?s de negros? /",22.0,"South America"
"F2183 .F76 1998","3rd Floor","nyu",1998.0,"From pirates to drug lords : the Post-Cold War Caribbean security environment /",23.0,"North America"
"F1219.3.R38 R43 2007","3rd Floor","mx",2007.0,"Relatos ocultos en la niebla y el tiempo : seleccio?n de mitos y estudios /",14.0,"North America"
"F1234 .C215","3rd Floor","mx",1940.0,"Cartucho; relatos de la lucha en el norte de Me?xico.",81.0,"North America"
"F1783 .K55","3rd Floor","wiu",1970.0,"Slave society in Cuba during the nineteenth century /",51.0,"North America"
"F1230 .C73 1954","3rd Floor","enk",1954.0,"Corte?s and Montezuma /",67.0,"Europe"
"F1234 .B52613","Main Collection Storage","txu",1970.0,"Jarano.",51.0,"North America"
"F1435.1 .A4 W54 1973","Main Collection Storage","mau",1973.0,"The Altar de Sacrificios excavations; general summary and conclusions,",48.0,"North America"
"F1219.P8 V4","3rd Floor","cau",1939.0,"The black pottery of Coyotepec, Oaxaca, Mexico,",82.0,"North America"
"F1376 .M55 1975b","Main Collection Storage","oku",1975.0,"The hill-caves of Yucatan : a search for evidence of man's antiquity in the caverns of Central America /",46.0,"North America"
"F1884 .R7 1993","3rd Floor","jm",1993.0,"The iron thorn : the defeat of the British by the Jamaican Maroons /",28.0,"West Indies"
"F1219 .B89","3rd Floor","txu",1972.0,"A rain of darts; the Mexica Aztecs.",49.0,"North America"
"F3430.1.H83 P55 2005","3rd Floor","iau",2005.0,"Pikillacta : the Wari Empire in Cuzco /",16.0,"North America"
"F3081 .W43 1989","Main Collection Storage","dcu",1989.0,"Out of the ashes : Life, death, and transfiguration of democracy in Chile, 1833-1988 /",32.0,"North America"
"F1219 .W53","3rd Floor","azu",1971.0,"Olmec: an early art style of Precolumbian Mexico",50.0,"North America"
"F2520.1 .U7 H8 1957","Main Collection Storage","nyu",1957.0,"Affable savages : an anthropologist among the Urubu Indians of Brazil /",64.0,"North America"
"F1030 .C49","Main Collection Storage","ilu",1962.0,"History and general description of New France.",59.0,"North America"
"F2131 .O74 2000","3rd Floor","pau",2000.0,"An empire divided : the American Revolution and the British Caribbean /",21.0,"North America"
"F1410 .R56 2017","3rd Floor","nbu",2017.0,"Political culture in Spanish America, 1500-1830 /",4.0,"North America"
"F1434.2 .S63 S49","Main Collection Storage","ilu",1982.0,"Sex roles and social change in native lower Central American societies /",39.0,"North America"
"F1219.7 .C63 1994","3rd Floor","nyu",1994.0,"Mexico : from the Olmecs to the Aztecs /",27.0,"North America"
"F1435.3.D34 L66 2009","3rd Floor","txu",2009.0,"To be like gods : dance in ancient Maya civilization /",12.0,"North America"
"F2708 .H8","Main Collection Storage","enk",1949.0,"The purple land: being the narrative of one Richard Lamb's adventures in the Banda Oriental in South America as told by himself,",72.0,"Europe"
"F1261 .S391 1899","3rd Floor","mau",1899.0,"In the land of cave and cliff dwellers,",122.0,"North America"
"F1234 .B526 1982","3rd Floor","ncu",1982.0,"Blood below the border : American eye-witness accounts of the Mexican revolution /",39.0,"North America"
